question_code,text,option_1,option_2,option_3,option_4,N,Type,Order,Keywords
q46551,"If a partner asked you to participate in a costumed event where you'd be required to role-play, would you do it?",Yes.  This sounds very appealing.,"Yes, but reluctantly.",No.,"Maybe, depending on the specifics.",3840,O,"3, 4, 2, 1",preference
q46566,"If you and a partner lived alone together, how much time would you spend naked while in your home?",All of the time.,More than half of the time.,Less than half of the time.,Never.,10241,O,,descriptive
q46780,Do you leave the lights on after leaving a room when they are no longer necessary?,Always - I don't think about turning lights off.,Usually - This isn't very important.,Sometimes - I try to save energy but do forget.,Rarely or never - That would be wasteful.,27123,O,,descriptive
q46873,"Did you have childhood heroes?  If so, were they real people or fictional characters?","No, I did not have a childhood hero.",Real people.,Fictional characters.,Both.,11520,O,"4, (2, 3), 1",descriptive
q46875,Do you wear a seatbelt when you ride in an automobile?,Always.,Most of the time.,Usually not.,Never.,13869,O,,descriptive
q46904,Imagine you are on a romantic first date and find a hair in your food.  It appears to have come from a source other than you or your date.  Which would likely be closest to your response?,Send the dish back.,"Stop eating, but say nothing.",Remove the hair or eat around it.,Go to another restaurant.,2811,O,"4, (2, 3), 1",preference; descriptive
q47005,"If it comes to having children, would you prefer to adopt or to be one of the biological parents?",I would rather be one of the biological parents.,I would rather adopt.,Either would be equally fine.,Neither - I'd prefer to not have children at all.,15702,O,"4, (1, 2), 3",preference
q47012,Imagine you are put on hold while making a telephone call.  A song you like comes on while you wait.  Would you sing along?,"Yes, definitely.",Probably.,Probably not.,"No, defintely not.",14830,O,,descriptive
q47589,You witness your next door neighbors discreetly smoking marijuana on their own property.  How do you respond?,I call the police immediately.,I warn them that next time I'll call the police.,I ask them if I can join in.,I don't . I'm as friendly (or not) as always.,17004,O,"3, 4, 2, 1",preference; descriptive
q47620,Do you ever live vicariously through characters in the stories you read or watch?,"Yes, often.","Yes, sometimes.","No, never.",I don't understand what this means.,2936,O,"3, 4, 2, 1",descriptive; cognitive
q48479,Do you generally wash your hands before preparing food?,Yes.,No.,I do if I'm serving other people.,I do if I'm preparing it for myself.,4683,O,"2, (3, 4), 1",descriptive
q48779,Imagine that your partner has a horrible accident and is left in a coma and on life support.  The odds of improvement are nil.  Your partner's living will states that life support should be removed in this scenario.  Which would you do?,Remove the life support immediately.,Follow proper procedures to get it removed.,Walk away and let others decide.,Fight to keep partner alive.,15647,O,,descriptive
q48918,How would you feel about a partner self-stimulating while you are performing oral sex?,Insulted.,Excited.,Indifferent.,I'm not sure.,11691,O,"2, (3, 4), 1",sex/intimacy
q49053,What was the duration of your longest romantic relationship?,More than five years.,One to five years.,Less than one year.,I've never been in a romantic relationship.,25779,O,,descriptive
q49054,What is your opinion on acts of spreading propaganda to vilify political candidates?,It's never acceptable.,"It may be ok, but only if the information is true.","It's ok, as long as the spreaders believe it.",It's all acceptable - It goes with the territory.,3686,O,,politics
q49086,Would you exchange food orally with a partner?,"Yes, I'd chew my partner's food for them.","Yes, I'd like my partner chew my food for me.","Yes, we'll take turns chewing it.",No.,3618,O,"(1, 2, 3), 4",preference
q49093,Wearing socks with sandals is:,Perfectly fine.,Utterly wrong.,OK sometimes.,Not a subject I have an opinion on.,22836,O,"2, (3, 4), 1",opinion
q49107,Which of the following would you rather discuss with someone you just met?,Musical preferences.,Political beliefs.,Philosophical beliefs.,Sports.,29721,O,,preference
q49175,"On average, how many fast food meals do you eat in a week.",1 or less.,2-4.,6-9.,10 or more.,20848,O,,descriptive
q49296,How long does it usually take for you to decide whether or not you like a new acquaintance?,I decide immediately on sight.,It takes a few minutes of conversation.,It takes a few hours of hanging out.,It takes multiple social experiences with them.,3290,O,,descriptive
q49467,How do you feel about putting children on leashes?,I do not approve of this.,I approve of this.,I might approve under special circumtances.,I could not care less.,10178,O,"2, (3, 4), 1",opinion
q49652,What do you think of voyeurism?,It turns me on.,It turns me off.,It is perverted.,I don't care.,6670,O,"1, 4, (2, 3)",sex/intimacy
q49706,Imagine you are part of an expedition into a dark and foreboding forest.  Where in relation to the group would you prefer to walk?,Scouting alone in front of the group.,Near the front.,Near the rear.,In the middle.,14612,O,"3, 4, 2, 1",descriptive
q49714,Should governments control population by placing legal limits on childbearing?,Yes.,"No, that violates human rights.","No, that is against my spiritual beliefs.","No, for other reasons.",8650,O,"1, (2, 3, 4)",politics; religion/superstition
q49775,"If you discovered that something you do is bad for the environment, would you be willing to sacrifice your time or money to correct the problem?",No.,I would sacrifice my time.,I would sacrifice my money.,I would sacrifice my time and money.,2193,O,"4, (2, 3), 1",politics; descriptive; preference
q49920,How spicy do you like your spicy food?,I like it extremely spicy.,I like it hot.,I like it a little spicy.,I prefer it be mild.,23697,O,,preference
q50352,"If you were going away for two weeks, how far in advance would you start packing?",I would pack at least two days before I leave.,I would pack on the day before I leave.,I would pack on the same day I leave.,I would not pack at all.,22873,O,,descriptive
q50734,"Imagine that you live in a place where public nudity is not only legal, but also socially acceptable.  Assuming that the climate is favorable, how often would you be totally naked in public?",All of the time.,Frequently.,Occasionally.,Never.,8077,O,,preference; descriptive
q50737,"Compared to what might be average for their gender and sexual orientation, do you prefer a partner to be more masculine or more feminine?",More masculine.,More feminine.,Average.,It would vary depending upon their gender.,13068,O,"2, (3, 4), 1",sex/intimacy; preference
q51155,"If a distant member of your family found themselves homeless, would you take them in, even if you dont't have the money to support them?",Yes.,No.,"Maybe, if they promised to somehow pay me.","Maybe, it depends on other factors.",2491,O,"2, (3, 4), 1",descriptive
q51360,Do you think that masturbation is an acceptable practice?,Yes.,"No, it is unhealthy.","No, it is against my beliefs.","No, it is both unhealthy and against my beliefs.",15555,O,"4, (2, 3), 1",sex/intimacy; religion/superstition
q51833,What is the longest you have gone without sleep?,Less than 18 hours.,18 to 24 hours.,24 to 36 hours.,More than 36 hours.,14508,O,,descriptive
q52181,You're riding along in a friend's car when he or she throws some trash out the window.  How might you react?,I'd express my clear disapproval.,I'd make a disapproving sound or joke.,I wouldn't really care.,"I'd throw my own trash out the window, too.",13950,O,,descriptive
q52645,Have you attended a drag queen/king show?,"Yes, as a participant.","Yes, in the audience.","No, but I'd like to.","No, and I don't plan to.",8909,O,,descriptive
q52665,Which of the following is the most admirable endeavor?,Working to feed the homeless.,Working to preserve an endangered species.,Serving one's country in the military.,Devoting oneself to religious/spiritual pursuits.,9408,O,,politics; religion/superstition; opinion
q52682,"If one of your potential matches were overweight, would that be a dealbreaker?","Yes, even if they were slightly overweight.","Yes, but only if they were obese.",No.,"No, in fact I prefer overweight people.",40495,O,,preference
q52719,Should healthcare be funded by the government?,"Yes, for everyone.","Yes, but only for certain people.",No.,I'm not sure.,13081,O,"3, 4, 2, 1",politics
q52827,Would you consider connecting with someone whose relationship status is 'seeing someone' or 'married'?,Yes to both,No to both,Yes to 'seeing someone' only,Yes to 'married' only,25032,O,"2, (3, 4), 1",preference
q52868,Have you ever written a screenplay or stage play?,"Yes, both.","No, neither.",Screenplay only.,Stage play only.,9417,O,"2, (3, 4), 1",descriptive
q53509,How do you feel about crystal healing?,I think it works.,I think it's a load of crap.,"I respect these beliefs, but it's not for me.",I'm not sure.,9729,O,"2, (3, 4), 1",religion/superstition
q53595,How often do you get upset during face-to-face conversations involving at least two other people?,Never.,Rarely.,Frequently.,Always.,2038,O,,descriptive
q53910,How often do you read before going to sleep?,Always.,Frequently.,Rarely.,Never.,19043,O,,descriptive
q54065,"If medical science completely eliminated all sexually transmitted disease, how would this affect who you would have sex with?",I would have sex with MANY more people.,I would have sex with more people.,It would not affect who I have sex with.,I would have sex with fewer people.,10910,O,,sex/intimacy
q54127,Do you ever not feel like having sex because you feel too unattractive or too unappealing?,"Yes, frequently.","Yes, sometimes.","Yes, but only rarely.","No, never.",26208,O,,descriptive
q54813,How many siblings (brothers and sisters) do you have?,None.,One.,Two or three.,Four or more.,18079,O,,descriptive
q55117,Imagine you are at a social event and your partner says something you disagree with strongly.  Which of the following would you most likely do?,I'd support them even though I disagree.,I'd just keep quiet.,I'd politely disagree.,I'd argue my point aggressively.,10127,O,,descriptive
q55347,How often do you visit the dentist to have your teeth (or tooth) cleaned?,I go at least twice a year.,I go about once a year.,I usually wait two years or longer between visits.,I do not visit the dentist for cleanings.,3199,O,,descriptive
q55481,Do you think it is acceptable for a person to stand naked in their own window so that people outside can see them?,Yes.,No.,It depends on what they look like.,I'm not sure.,3790,O,"2, (3, 4), 1",opinion
q55760,How long would a relationship have to last before you would consider seeing a counselor to resolve problems?,Less than one year.,One to three years.,More than three years.,I would never submit to relationship counseling.,4390,O,,descriptive
q56014,"Ideally, what portion of your total hobbies and other recreational activities would you like to share as common with a partner?",All.,None.,Up to one-half.,More than one-half.,15134,O,"2, 3, 4, 1",descriptive
q56151,How would you react if your lover called you by the name of their ex?,I'd get mad and/or dump him/her.,I'd pretend I didn't hear.,I'd laugh about it/wouldn't really care.,I'd talk to him/her about it.,10425,O,,descriptive
q56163,"If after having a nice chat with someone online, they seem to be ignoring you completely the next day.  Which would be closest to your reaction?",I'd try to contact them repeatedly.,I'd be hopeful that they would make the next move.,I'd assume they're busy and leave them alone.,I'd ignore them from now on.,4736,O,,descriptive
q56699,Is it difficult for you to fall asleep next to someone new for the first time?,Yes.,No.,Sometimes.,I'm not sure.,18761,O,"2, (3, 4), 1",descriptive
q58129,"If you were forced right now to discover with absolute certainty one and only one of the following related to the future instance of your death, which would you choose to learn?",The year.,The month.,The day of the month.,The hour and minute of the day.,9876,O,,preference
q59426,"If you were involved in a serious relationship, at which of the following points would you begin looking for new potential partners?",When the relationship was not going well.,When I was certain the relationship was ending.,After the relationship was formally terminated.,All of the time.,18812,O,"4, 1, 2, 3",preference; descriptive
q59442,"When you are alone, how often do your own actions make you laugh?",Frequently.,Occasionally.,Rarely.,Never.,19883,O,,descriptive
q59495,It is your first visit to your date's home.  You discover that the decor is dominated by the display of numerous action figures.  What is your reaction?,"Awesome, let's play!","Fine, so long as they don't expect me to play.",It's me or the toys.,Leave and never look back.,4542,O,,descriptive
q59519,How do you feel about nuclear energy?,No.  It is a danger to public safety.,"Yes.  It is efficient, safe, and clean.","I'm not sure, there are pros and cons.","I don't care, whatever keeps my light bulbs lit.",3546,O,"2, (3, 4), 1",politics; opinion
q60145,Are you still in love with one or more of your former partners?,Yes - One of them.,Yes - More than one.,No.,No - I've never been in love with a partner.,24232,O,"2, 1, 3, 4",descriptive
q60826,How ticklish are you?,Extremely.,Somewhat.,Just a little bit.,Not at all.,19531,O,,descriptive
q60834,How often do you listen to a portable media player that utilizes headphones or the equivalent so that only you can hear the music?,Frequently.,Sometimes.,Rarely.,Never.,14863,O,,descriptive; technology
q61216,"For the right person, how long do you think that you could sustain a long-distance relationship?","I couldn't do one, period.",One year or shorter.,More than one but less than three years.,Three years or longer.,10002,O,,descriptive
q61266,Do you use a mobile phone other than the hands-free type while driving an automobile?,"Yes, this is a great time to make calls.","Yes, but only if it cannot wait.","Yes, but only in an emergency.","No, never.",3355,O,,descriptive; technology
q61278,How would you react if a partner bought you an outfit to be worn during sex?,Positively.,Negatively.,Indifferently.,It would depend upon the outfit.,17033,O,"2, (3, 4), 1",sex/intimacy
q61281,How often do you 'take it out' on other people when you're having a bad day?,Always.,Frequently.,Occasionally.,Never.,31203,O,,descriptive
q61412,When are you most creative?,In the morning,In the afternoon.,In the evening.,In the middle of the night.,13172,O,,descriptive
q61443,At what age do children become old enough to spend several hours at home without the supervision of an adult or babysitter?,Seven years old or younger.,Eight to ten years old.,Eleven to thirteen years old.,Fourteen years old or older.,6207,O,,opinion
q61461,What's your take on 'professional' wrestling?,I love it - Give me ringside seats.,"It's ok.  If it's on, I might watch.",I don't care for it.,I think anyone who watches it is stupid.,6378,O,,opinion
q61465,"If you had an eighteen year old son or daughter who wanted to become an adult film star, how would you react?",I would encourage him or her.,I would discourage him or her.,"I would encourage my son, but not my daughter.","I would encourage my daughter, but not my son.",8787,O,"2, (3, 4), 1",descriptive; opinion
q61680,"Imagine your view on a controversial topic is very strong.  You suspect it to be in direct opposition to that of your date's parents, who you are just getting to know.  Would you argue the issues with them?","Yes, at my first opportunity.","Yes, but only if they brought the topic up.","Yes, but only if my opinion was asked.","No, I would avoid the topic altogether.",7657,O,,descriptive
q61843,Would you prefer to drive a car with a manual shift or an automatic transmission?,Manual.,Automatic.,It depends on the car or on the situation.,It makes no difference to me.,16781,O,"2, (3, 4), 1",preference
q62231,Do you like raves?,Yes.,No.,"I've never been to one, but I'd like to someday.","I've never been to one, and don't ever want to.",4492,O,"(2, 4), 3, 1",preference; descriptive
q63068,Approximately how many hours per week do you dedicate to spiritual activity?,Zero.,One hour or less.,One to four hours.,More than four hours.,23133,O,,religion/superstition
q63114,How do you think your sex drive compares to what is typical for other people of your age and gender?,My sex drive is higher than average.,My sex drive is about average.,My sex drive is below average.,I'm insatiable.,38203,O,"4, 1, 2, 3",sex/intimacy
q64239,Do you have any close friends who are more than ten years older or younger than you?,"Yes, they are more than ten years older than I.","Yes, they are more than ten years younger than I.","Yes, both of the above.",No.,15259,O,"4, (1, 2), 3",descriptive
q64334,Imagine that your partner does not enjoy performing oral sex and refuses to ever perform it on you. How disappointed would you be?,Extremely disappointed.,Somewhat disappointed.,Slightly disappointed.,Not at all disappointed.,26159,O,,sex/intimacy
q65473,"Toilet Seat, up or down?",Up.,Down.,Whatever my partner wishes.,Either is fine with me.,5779,O,"2, (3, 4), 1",preference
q66222,"When, if at all, should a child adopted at birth be told that s/he was adopted?",From the very beginning/a very early age.,Once s/he is old enough to understand/ask.,"Only if unavoidable (e.g., different skin color).","Ideally, never.",7953,O,,opinion
q66548,Which is closest to your reaction to foul language?,It doesn't bother me at all.,It's ok as long as it isn't every other word.,It bothers me a little.,It bothers me a lot.,36039,O,,preference
q66559,"If you were in your last moments of life after a traffic accident, and someone from another faith was holding your hand attempting to comfort you in your last moments, what would your thoughts be about that?",I would take comfort.,I would be offended.,I would be indifferent.,Other thoughts would take precedence.,10109,O,"2, (3, 4), 1",religion/superstition; descriptive
q66827,"During a romantic evening at your significant others' house, he or she puts on a slow song and asks you to dance. How would you respond?",Very romantic! I'm up for it!,"I think its corny, but I'll do it anyway!",Not my kinda thing.,I'm not sure.,28504,O,"3, 4, 2, 1",preference
q66899,What do you think of the government using cameras for surveillance in public areas?,I'm opposed to it.,I'm for it.,I'm unsure / undecided.,I don't care.,3458,O,"2, (3, 4), 1",politics
q67024,How many pillows do you sleep with at night?,None.,One.,Two.,Three or more.,14980,O,,descriptive
q68307,What level of trust do you think you should have for a complete stranger?,High.,Medium.,Low.,Zero.,5622,O,,opinion
q69083,Are you a collector of things?,"Yes, I have many collections.","Yes, I have some collections.","Yes, I have one collection.","No, I do not collect anything.",13443,O,,descriptive
q69714,Do you believe that heterosexual pornography is degrading to women?,Yes.,No.,Some is - Some isn't.,I'm not sure.,14284,O,"2, (3, 4), 1",politics; opinion
q69986,Pick the lowest of the following distances between you and a partner that would satisfy your personal definition of a 'long-distance relationship'.,10 miles (16 km).,50 miles (80 km).,100 miles (160 km).,300 miles (480 km) or more.,3310,O,,descriptive
q70467,Imagine that you have to move somewhere far away. You'll need to pack all of your stuff and take it with you. All your things could fit nicely inside...,a couple of suitcases.,a car.,a big moving truck.,the Black Sea.,17404,O,,descriptive
q70762,"When you're alone, do you talk to yourself out loud?","Yes, always.","Yes, sometimes.","Yes, but only rarely.","No, never.",16251,O,,descriptive
q71315,Do you like to leave music on while you sleep?,Yes.  I can't sleep without it.,"Yes, but I don't need it to fall asleep.","No, but I can deal with it if my partner does.",No.  I can't sleep with music on.,26815,O,,descriptive
q71396,Do you like to watch the Olympic Games?,"Yes, as much as possible.","No, they do not interest me.",I only watch certain events.,I only watch athletes from my country.,15858,O,"2, (3, 4), 1",descriptive
q71542,Which best describes the ideal indoor temperature for you?,Below 70F (21C),70-75F (21-24C),76-80F (25-27C),Above 80F (27C),22505,O,,descriptive; opinion
q72000,Which of the following four statements best sums up how you feel about religion / faith when it comes to relationships?,"I have a faith, I wish my partner to have one also","I have a faith, I don't mind if my partner doesn't","I don't have a faith, neither should my partner","I don't have a faith, I don't mind about my partne",119,O,"3, 4, 2, 1",religion/superstition; preference
q72735,Imagine you are on a first date and accidentally discover your date is packing condoms.  Which would be closest to your reaction?,I'd tease them about it.,"I'd acknowledge it, but politely.",I'd pretend I didn't see it.,I'd end the date.,17851,O,,sex/intimacy; descriptive
q78034,How many digits of pi do you know?,Mmmm...Pie...,"3.14, right?",I know 3 or 4 digits beyond the decimal.,I know 5 or more digits beyond the decimal.,651,O,,descriptive
q78187,Do you have any interest in collecting coins?,"Yes, I buy and/or sell collectible coins.","Yes, I regularly check my change for rarities.","Yes, I'm attached to a few coins.",No.,8180,O,,descriptive
q79134,How often do you have trouble sleeping at night?,Always.,Frequently.,Rarely.,Never.,16488,O,,descriptive
q79635,How would you feel if someone called you 'good girl' or 'good boy' during sex?,Positive.,Negative.,Indifferent.,It would depend on which of the two I was called.,23812,O,"2, (3, 4), 1",sex/intimacy
q79715,"If all the commercial food sources in the world closed down, how would you provide for yourself and or family?",I'd hunt and / or fish.,I'd have a garden.,I'd do both of the above.,I'd do neither.  I'd prefer to starve.,10060,O,"3, (1, 2), 4",descriptive
q79735,"Imagine you've been dating someone.  After a year, they explain to you for the first time that they can see ghosts/spirits.  How would you react?",I'd immediately terminate the relationship.,I'd be excited about the possibilities.,I'd encourage a psychiatric evaluation.,"I'd compare notes because I can see them, too.",2410,O,,religion/superstition
q79766,Imagine that someone has wronged you in a way that will go unpunished by anyone but you. What would you do?,I'd take an eye for an eye.,Eye for an eye? I'd take their whole damn head.,Nothing. I'd let it go.,"Nothing, but I'd still hold a grudge.",1753,O,"2, 1, 4, 3",descriptive
q80439,You discover that a partner has a huge amount of financial debt and has been hiding it from you. Which is closest to how you would react?,Dump them for dishonesty.,Dump them for financial reasons.,"Stay with them, but their debt is their problem.","Stay with them, and offer to help pay their debt.",2978,O,"4, 3, (1, 2)",descriptive
q81325,"Assuming one existed whom you found sufficiently attractive, would you consider dating your cousin?",No.,"Yes, but third cousin or more distant only.","Yes, I'd go as close as a second cousin.","Yes.  In fact, I'd even date a first cousin.",3779,O,,sex/intimacy; preference; descriptive
q81540,Do you look up lyrics on the internet for songs that you like?,Often.,Sometimes.,Seldom.,Never.,13224,O,,descriptive
q81886,How would you feel if a new dating partner believed that bizarre events are more likely to occur during a full moon?,I agree with them about such occurrences.,"Maybe it's true, maybe they're just coincidences.","I don't mind, it's just a harmless superstition.",I'd be annoyed by their irrational thinking.,4138,O,,religion/superstition
q81958,Does SCUBA diving interest you?,"Yes, and I am a diver.","Yes, but I am not a diver.","No, but I used to dive.","No, and I don't want to dive.",16212,O,"(1, 2), (3, 4)",descriptive
q82528,"If you had your own private hot tub, would you go nude in it?","Yes, always.","Yes, but only when alone or with someone special.","Yes, but only when alone.","No, never.",27318,O,,descriptive
q82572,When is it most appropriate for a transgender person to reveal their transgender status to a match?,It should be clearly stated in their profile.,During messaging prior to meeting in person.,Prior to having intimate contact or sex.,Never.,15308,O,,opinion
q83184,"If your partner made a lot of noise while enjoying sex, would this be a turn-on or turn-off for you?",Turn on.,Turn off.,"Either, depending upon how they sound.",It would make no difference.,28472,O,"2, (3, 4), 1",sex/intimacy
q83340,"Imagine you are in a relationship that makes you very happy. Suddenly, your partner decides to go work on the other side of the planet for a humanitarian organization for the next twelve months.  Which would be closest your reaction?","I'd go too, because the relationship is important.","I'd go, because humanitarian work is important.","I'd stay, and wait for their return.",I'd end the relationship.,4549,O,"4, 3, (1, 2)",preference; descriptive
q83547,How important is it to you that a potential partner continues to educate himself/herself as an adult?,Very important.,Somewhat important.,Not at all important.,"Actually, this would be a turn-off.",20441,O,,preference
q84223,"How important is it to you that your abdominal muscles be a visible six-pack, eight-pack, or some higher level of sculpting?",Very important.,Somewhat important.,Not at all important.,"Hide them with fat, please.",3620,O,,descriptive
q84238,"Your significant other wants to move every few years, to experience different parts of the country or world. What's your take on that?","My bags are packed, let's go.","Eh, as long as it's not too often I guess it's ok.",As long as we're not leaving the country.,I'd prefer to stay put.,7192,O,"4, (2, 3), 1",descriptive; preference
q84252,"If you met someone online and they told you that they were disabled, how would you react?",I'd make excuses and stop contact.,I'd consider them as a friend but not a partner.,I'd want to meet them and see how I feel.,It would make no difference.,3414,O,,descriptive
q84540,"Are you a 'light' cigarette smoker - that is, you smoke between one and five cigarettes per day?","Yes, I only smoke cigarettes lightly/occasionally.","No, I smoke more than that!","No, I don't smoke cigarettes.","No, I don't smoke, and I don't see the difference.",382,O,"2, 1, 3, 4",descriptive
q85003,Do you have a strong sense of self?,"Yes, I am quite certain of who I am.","No, I'm still searching for my identity.",I'm on the verge of finding myself.,"No, I have no clue who I am, I'm an empty shell.",3579,O,"4, 2, 3, 1",descriptive
q85076,What portion of your friends are citizens of a country other than your own?,All or most.,Many.,"One, two or a few.",None.,11086,O,,descriptive
q85143,"A billionaire falls in love with you and proposes marriage. You like them as a friend, but are neither in love nor attracted to them. Would you accept?",Definitely yes.,Probably yes.,Probably not.,Definitely not.,14767,O,,descriptive
q85168,"Would you be prepared to live without any health insurance whatsoever for two years, if it gave you the chance to go after a life-long dream (but no guarantee of reaching it)?",No. That would be highly irresponsible.,Probably not.,Probably yes.,Definitely yes.,2772,O,,descriptive
q85238,How often do you find yourself becoming annoyed because other people just don't seem to understand the obvious?,All of the time.,Frequently.,Once in a while.,Never.,20383,O,,descriptive
q85319,How much do you trust the news media?,I believe almost everything.,I trust some sources more than others.,I think most sources have a hidden agenda.,It's all propaganda.,6685,O,,opinion; descriptive
q85440,"In an ideal world, who would get the highest priority in your life?",My parents.,My children.,My significant other.,Myself.,16953,O,"4, 3, (1, 2)",descriptive
q85481,Imagine your date starts groping you in the car while you're driving. Which would you be most likely to do?,Pull over immediately and return the favor.,Find the nearest hotel room.,Roll with the flow and keep driving.,Tell them to stop.,15602,O,,sex/intimacy; descriptive
q85572,Do you like jazz?,"Yes, in fact it's my favorite.","Yes, but I like other music as well or more.","It's okay, but I'm really not that into it.","No, not at all.",20640,O,,descriptive
q85598,Imagine someone you are seeing always leaves their towel on the floor after showering at your place.  How would you react?,I'd take care of it and be happy.,"I'd take care of it, but be annoyed",I'd remind them to take care of it.,"I'd toss mine on the floor, too.",3814,O,,descriptive
q85770,Is nearly seven billion living humans too many?,"Yes, there are too many humans on Earth.","No, this is just about right.","No, we need more to make the world better.","No, there can never be too many humans.",1854,O,,politics; opinion
q85813,"If your significant other actively participates in an activity that you are not really interested in, would you go to offer support if they wanted you to?","Yes, as often as I could.","Yes, I'd go occasionally.","Maybe once or twice, to say I did.","No, I would not.",11947,O,,descriptive; preference
q85835,Which is worse: starving children or abused animals?,Starving children.,Abused animals.,"Neither, both are good.","Neither, they are equally bad.",38702,O,"3, (1, 2), 4",politics; opinion
q85867,How often do you skimp on sleep during the week and 'catch up' on it during the weekend?,Routinely.,Somewhat often.,Only under special circumstances.,Never.,15139,O,,descriptive
q85900,Imagine you are walking down the street at night and hear a cry for help.  Which would you do?,Call the police.,Investigate.,Call the police and investigate.,Ignore it.,12813,O,"3, (1, 2), 4",descriptive
q85962,Which most closely describes how you organize your sock drawer?,I pair them before I put them away.,I pair them when I get dressed.,I have them paired and organized by color.,I take them out of the laundry when I dress.,12234,O,"4, 2, 1, 3",descriptive
q85974,"If there were a political candidate who you really liked, how would you offer support in terms of time or money?",I'd devote time to work on the campaign.,I'd donate money or other tangible resources.,I'd do both of the above.,I'd do none of the above.,10902,O,"4, (1, 2), 3",politics; descriptive
q86349,Do you find science to be interesting?,"Yes - Hard Science (Biology, Chemistry, Physics).","Yes - Social Science (Psychology, Sociology).",Yes - Both are interesting.,No - None are interesting.,13609,O,"4, (1, 2), 3",descriptive; preference
q86417,How long can you go without sexual release?,A day or less.,"More than a day, less than a week.",More than a week.,I have never had sexual release.,28829,O,,sex/intimacy; descriptive
q86522,How much do you think your current mood effects the way you answer some of these questions?,Not at all.,A little.,A great deal.,Completely.,2331,O,,descriptive
q86699,Should pharmacies be allowed to sell preparations that you can take to commit painless and effective suicide?,"Yes, without restrictions.","Yes, but only if certain criteria are met.","No, of course not.",I'm not sure.,5309,O,"3, 4, 2, 1",politics
q86909,Are you generally able to forgive and forget?,Yes.,No.,It really depends on the circumstances.,"I can forgive, but I never forget.",28762,O,"2, (3, 4), 1",descriptive
q91348,Does the thought being tied up or tying up your partner excite you?,"Yes, Both",No,Tying up someone else does,Being tied up does,162,O,"2, (3, 4), 1",sex/intimacy; BDSM
q92899,Would you be inclined to influence a partner to become kinkier?,"never,they can't be vanilla enough",Not unless s/he was really vanilla,"Probably,unless they were already",I'd push as far as s/he could go!,101,O,,sex/intimacy
q95239,How do you feel about a 'thicker' full figured woman?,"Fine, It's the personality that counts!",No FATTIES!,MORE TO LOVE!,Depends on how thick,515,O,"2, 4, 1, 3",preference
q99049,Do you like Bacon?,Yes,No,I don't eat pig due to religion,I don't eat pig because I am a vegeterian/vegan,2714,O,"(3, 4), 2, 1",religion/superstition; descriptive; preference
q103624,"If you found out your partner was bisexual or bi-curious, what would your reaction be?",Accept them for who they are.,Break up with them.,Admit that you are as well.,Ask for a threesome.,411,O,,sex/intimacy
q113563,Can atheists or agnostics have a clear sense of what is morally right and wrong?,"Yes, you don't need religion to be a moral person.","No, only a higher power can tell good from evil.",Depends on the circumstances.,I'm not sure.,341,O,"2, (3, 4), 1",religion/superstition
q145537,Are you into BDSM? are you a dom or sub,Yes! dom,"No, its wierd.",maybe with the right person and comfort level,Yes! sub,148,O,"2, 3, (1, 4)",sex/intimacy; BDSM
q155299,Would you be okay with your partner having more than one computer?,"Yes, they can have as many as they like","Yes, but only if the other computer was a laptop",I don't really mind,No,120,O,,preference; descriptive; technology
q212814,How important are your political beliefs to you?,Very important,Somewhat important,A little important,Not at all important,44143,O,,descriptive
q221105,How often do you use Facebook?,I'm a very active user.,I'm a somewhat active user.,I rarely use it.,I never use it.,45978,O,,descriptive; technology
q221106,How often do you tweet?,All the time,Sometimes,Rarely,Never,42923,O,,descriptive; technology
q321556,How often do you masturbate?,Once a day or more,A few times a week,A few times a month,A few times a year or less,28276,O,,sex/intimacy
q459187,How often do you wear cologne or perfume?,Every day,3 times a week,Once or twice a week,Never,11395,O,,descriptive
q459194,Do you have a favorite scent?,"Yes, and it doesn't change.","Yes, but I change it every once in awhile.","No, but I'm searching for one.",No.,10898,O,,descriptive
