question_code,text,option_1,option_2,option_3,option_4,N,Type,Order,Keywords
q30690,Do you think you are still evolving or are you pretty much the way you are always going to be?,Still evolving,The way I'll always be,,,20000,O,,opinion; descriptive
q30903,"If you're in a relationship you expect will last for the rest of your life, is it important to you that it be the most satisfying sexual relationship you have ever had?",Yes,No,,,28849,O,,sex/intimacy
q31055,Would you date someone who kept a gun in the house?,Yes,No,,,31549,O,,preference
q31111,Do you usually wash your hands before every meal?,Yes,No,,,14420,O,,descriptive
q33556,Would you be attracted to someone who agreed with everything you did or said?,Yes,No,,,5236,O,,preference
q33561,"Somehow, you're blessed (cursed) with the following ability: by looking at any person you instantaneously know either his/her complete past, or complete future.  Which would you rather see?",Past,Future,,,17373,O,,preference
q33593,Have you ever dated someone you didn't even like out of sheer loneliness?,Yes,No,,,14783,O,,descriptive
q33870,"Would the fact that a partner insisted you were perfect (had no faults) and refused to acknowledge your shortcomings, bother you?",Yes,No,,,24973,O,,descriptive
q34094,Do you believe a couple should live together before considering marriage?,Yes,No,,,29905,O,,opinion
q34536,"Which would you prefer: casually dating someone whom you see a couple times a week, a serious relationship with someone you only see every few months (assume, if you want to, equally enjoyable sex)?","Casual dates, more frequent","Serious relationship, less frequent",,,4918,O,,sex/intimacy
q34959,"Which is more respectable, a sense of responsibility towards others, or a willful sense of individualism?",Responsibility,Individualism,,,4448,O,,politics; opinion
q35869,Could you have a long-term relationship with someone who expressed that they felt unworthy of having you?,Yes,No,,,8228,O,,preference
q35990,"Do you have any totally irrational fears, as in something that is extremely unlikely to happen or imaginary?",Yes,No,,,13097,O,,descriptive
q36126,Would you be willing to shave your head to raise money for charity?,Yes.,No.,,,2379,O,,descriptive; preference
q36208,"Would you consider going 'off grid' to live with someone who only had solar power, a wood stove, an outhouse, etc?",Yes.,No.,,,6973,O,,preference
q36346,Do you usually add salt to your meals?,Yes,No,,,12373,O,,descriptive
q36355,Would you consider dating someone who has extensive facial tattoos?,Yes.,No.,,,17286,O,,preference
q36671,Would you consider dating or forming an otherwise sexual or romantic relationship with someone who hates your sex/gender?,Yes.,No.,,,5324,O,,preference
q36679,Do you approve of public nudity?,Yes.,No.,,,5627,O,,politics; preference
q36690,"Would you rather hang out with someone you don't particularly like, or be alone?",Any company is better than none.,I'd rather be alone.,,,1736,O,,preference
q36984,"Could you date someone who was very funny, but could never take anything seriously?",Yes,No,,,3496,O,,preference
q37146,Is there any aspect of your sexuality that you would be too embarrassed to ever share with a match?,Yes,No,,,17012,O,,sex/intimacy
q37263,Would you consider dating a person who rescues stray animals from the streets and brings them home?,Yes.,No.,,,2893,O,,preference
q37270,"If a close friend asks you to come out to a club or bar that does not fit with your own sexual preferences, would you go along?",Yes.,No.,,,3931,O,,preference; descriptive
q37389,"Would you consider inviting a previous sex partner to your own wedding, if you are only friends now?",Yes.,No.,,,4124,O,,preference
q37604,"Do you believe that, when a soldier kills an enemy soldier in combat during a war, it is murder?",Yes.,No.,,,10696,O,,politics
q37681,Have instant ramen noodles ever been your nutritional mainstay for more than 2 weeks?,Yes.,No.,,,13381,O,,descriptive
q37708,The idea of gay and lesbian couples having children is:,Acceptable.,Not acceptable.,,,37661,O,,politics; religion/superstition; opinion
q37778,Have you ever written a book?,Yes.,No.,,,8400,O,,descriptive
q37873,Would you continue to date someone who you felt would always put their pet(s) before you?,Yes.,No.,,,4120,O,,descriptive
q37986,Have you typically researched the policies of companies before you bought products from them?,Yes.,No.,,,8661,O,,descriptive
q38004,"Have you ever created a piece of art for a friend, just because you were thinking of them?",Yes.,No.,,,8861,O,,descriptive
q38020,Have you ever started your own business?,Yes.,No.,,,9405,O,,descriptive
q38021,"Would you want a lover who is always open and direct about everything, if it means that you would also receive any crude negative feedback they may have for you?",Yes.,No.,,,5426,O,,preference
q38115,Would you object to someone bringing a young child along on a first date?,Yes.,No.,,,18637,O,,descriptive
q38186,Is it ever okay to publicly argue with a significant other?,Yes.,No.,,,6329,O,,opinion
q38210,"After a date, have you ever told someone that you are going to call them, but not done it?",Yes.,No.,,,14696,O,,descriptive
q38230,Would you really like to stay home and spend an entire day (24 hours) in bed (getting up only for the necessities) with your ideal significant other?,Yes.,No.,,,23810,O,,preference
q38320,Is it generally acceptable to you for a sex partner to initiate foreplay while you are sleeping?,Yes.,No.,,,26301,O,,sex/intimacy
q38479,"Imagine a law is passed that makes one of your favorite activities illegal.  Assuming you believe the activity to be harmless, would you continue pursuing it if there exists a high probability of eventually being caught?",Yes.,No.,,,2061,O,,politics
q38492,Would you be willing to lie on a job resume or application if you thought it would get you the job and you were sure you wouldn't get caught?,Yes.,No.,,,3893,O,,descriptive; preference
q38623,Have you ever 'regifted' a gift you didn't like?,Yes.,No.,,,11221,O,,descriptive
q38653,Do you crack your knuckles?,Yes.,No.,,,11307,O,,descriptive
q38696,'The customer is always right.',True.,False.,,,5191,O,,opinion
q38710,"If a significant other told you that they had two-way communication with the spirit of a dead relative, would you believe them?",Yes.,No.,,,5346,O,,religion/superstition
q38767,Is it okay for men to wear makeup?,Yes,No,,,29029,O,,opinion
q38824,Have you ever raised an animal for food?,Yes.,No.,,,9492,O,,descriptive
q38838,Have you ever had sex with someone you first met online?,Yes.,No.,,,26290,O,,descriptive
q39189,Would you date a recovering (non-drinking) alcoholic?,Yes.,No.,,,18075,O,,preference
q39291,Can two people fall in love without ever meeting in person?,Yes.,No.,,,9672,O,,opinion
q39385,"If you were offered $5,000,000,000 US dollars to participate right now in a single round of Russian Roulette (1 in 6 chance of immediate death), would you play?",Yes.,No.,,,5271,O,,preference; descriptive
q39436,Do you hang out with the same group of friends almost every time you go out?,Yes.,No.,,,9602,O,,descriptive
q39682,Do you have a good imagination?,Yes.,No.,,,10928,O,,descriptive
q39714,Do you find the idea of shaving a partner's pubic hair exciting?,Yes.,No.,,,24479,O,,sex/intimacy
q40457,Have you ever secretly sniffed an undergarment of someone you had a crush on but were not sexually involved with?,Yes.,No.,,,16245,O,,sex/intimacy; descriptive
q40570,"Is it more important to you that you are tactful, or truthful?",Tactful,Truthful,,,27327,O,,preference
q40944,Do you have a checklist of mandatory traits that you absolutely require in any significant other?,Yes.,No.,,,27473,O,,preference; descriptive
q41060,"If you were in the grocery store and saw a woman slap an unruly child one time hard on the face, would you do anything about it?",Yes.,No.,,,4270,O,,preference; descriptive
q41113,Do you ever intentionally try to make people angry just to see how they react?,Yes.,No.,,,19382,O,,descriptive
q41683,Would you consider donating your body to science after you die?,Yes.,No.,,,1512,O,,politics; opinion; preference
q41711,"Imagine you have a regular sex partner, but you cannot seem to help them achieve orgasm.  Would this bother you?",Yes.,No.,,,10035,O,,sex/intimacy
q41878,Have you created a 'Things To Do Before I Die' list?,Yes.,No.,,,9378,O,,descriptive
q41918,Would you consider dating someone who adamantly believes that children should not be educated in traditional school settings?,Yes.,No.,,,1980,O,,preference
q42190,Would you consider dating someone who frequently gambles with large sums of money?,Yes.,No.,,,16530,O,,preference
q42282,"Some friends invite you to go camping where there are no showers, no toilets, and no services.  The only luxuries would be those you could carry in a pack on your back. Do you go?",Yes.,No.,,,24690,O,,descriptive
q42405,"As a parent, would you consider your own children to be more important than other children?",Yes.,No.,,,5117,O,,opinion
q42442,"If you were a lawyer, would you be willing to defend someone against charges for crime you were certain that they were guilty of?",Yes.,No.,,,5253,O,,descriptive; preference
q42524,"Would you ever consider having a friendship based primarily on sex, with no intentions for love, romance, or long-term commitment?",Yes.,No.,,,24624,O,,sex/intimacy; preference; descriptive
q42640,Do you consider yourself to be a picky eater?,Yes.,No.,,,20219,O,,descriptive
q42665,Would you consider dating someone who has chosen to completely abstain from drinking alcohol?,Yes.,No.,,,10123,O,,preference
q42733,"The following quote has been attributed to the ancient Greek philosopher Socrates, who lived from 470 BC - 399 BC: 'Thou shouldst eat to live, not live to eat.'  Do you agree with this philosophy?",Yes.,No.,,,1506,O,,politics; opinion
q42895,"If asked, would you share the password to your email account with a significant other?",Yes.,No.,,,15036,O,,descriptive
q42957,Do you use the word 'ain't' in everyday conversation?,Yes,No,,,16349,O,,descriptive
q43509,Do you believe in reincarnation?,Yes.,No.,,,20072,O,,religion/superstition
q43510,Would you encourage the love of your life to leave if you knew he or she would be happiest with someone else?,Yes.,No.,,,4857,O,,descriptive
q43545,Do you think it is acceptable to smoke tobacco in front of children?,Yes.,No.,,,6155,O,,politics; opinion
q43827,Are you comfortable eating with chopsticks?,Yes.,No.,,,16080,O,,descriptive
q44040,Do you believe you could eventually fall in love with someone whom you have no initial physical attraction to?,Yes.,No.,,,5718,O,,descriptive
q44064,Which would be worse?,Having no way to protect a significant other.,Having no significant other to protect.,,,6762,O,,opinion
q44133,Which is more appealing?,Order.,Randomness.,,,3325,O,,preference
q44145,Do people tend to turn to you for answers pertaining to subjects you know little about?,Yes.,No.,,,6653,O,,descriptive
q44255,Would you consider dating a law enforcement officer?,Yes.,No.,,,20047,O,,preference
q44540,"If you were in a serious relationship, would you mind if your significant other maintained an active profile on OkCupid?",Yes - I would mind this.,No - This would not bother me.,,,23911,O,,preference; descriptive
q44639,Do you like scary movies?,Yes,No,,,54964,O,,preference
q45006,Imagine you have a significant other who reveals they have a video of a sexual encounter from a prior relationship and offers to show it to you.  Would you want to see it?,Yes.,No.,,,28956,O,,sex/intimacy; preference
q45624,"Other than as an end to suffering, have you ever truly hoped that another person would die?",Yes.,No.,,,1852,O,,descriptive
q45632,Are you a fan of professional wrestling?,Yes.,No.,,,20161,O,,preference
q45645,Have you ever faked an orgasm during sex?,Yes.,No.,,,23016,O,,sex/intimacy; descriptive
q45889,Would you consider having a serious relationship with someone who works in job that is so secret that they will never be allowed to discuss even the smallest details of it with you?,Yes.,No.,,,2326,O,,preference
q45898,Would you consider permanently living in a country other than the one you currently think of as home?,Yes.,No.,,,5459,O,,preference
q46092,Is it ever acceptable to have a sexual relationship with someone who you have professional authority over?,Yes.,No.,,,5951,O,,sex/intimacy; opinion
q46166,Would you accept a large sum of money to leave your native country and never set foot in it again?,Yes.,No.,,,3675,O,,preference
q46176,Is it possible for someone to really be 'too nice'?,Yes.,No.,,,24783,O,,opinion
q46218,Do you like to interpret your own dreams?,Yes.,No.,,,10297,O,,preference
q46287,Do you think people who are in the armed forces deserve special treatment?,Yes.,No.,,,6183,O,,politics; opinion
q46301,Would you consider dating someone who is in the process of getting divorced?,Yes.,No.,,,10571,O,,preference
q46347,Would you consider using drugs prescribed by a psychiatrist to improve your personality?,Yes.,No.,,,4866,O,,preference
q46366,Which sounds like a more appealing way to spend a year?,"Travelling the world, working along the way.",Living in one city with all expenses paid.,,,4003,O,,preference
q46368,"If the technology existed, would you consent to a surgical brain implant that would allow direct mental communication with other adopters of the technology?",Yes.,No.,,,1541,O,,preference
q46403,Could you date someone who needs a great deal of alone time?,Yes.,No.,,,33397,O,,preference
q46455,Do you think most people your age would guess what kinds of music you listen to or don't listen to just by looking at you?,Yes.,No.,,,11390,O,,descriptive
q46644,Tongue rings - Hot or Not?,Hot.,Not.,,,15907,O,,preference
q46647,Would you consider having a relationship with an alcoholic who drinks regularly?,Yes.,No.,,,5479,O,,preference
q46681,"'If you think someone is perfect for you, you just don't know them well enough.' Do you agree?",Yes.,No.,,,1805,O,,opinion
q46740,"If it were possible to change your gender instantly, painlessly, reversibly, and for free, would you?",Yes.,No.,,,11844,O,,preference
q46817,Is the idea of spending the day at a nude beach appealing to you?,Yes.,No.,,,5653,O,,preference
q46856,Do you prefer the people in your life to be simple or complex?,Simple,Complex,,,30997,O,,preference
q46894,Would you consider having a relationship with someone who is very serious about a religion that is not mainstream?,Yes.,No.,,,9997,O,,religion/superstition; preference
q47222,"Have you ever formed an opinion about a stranger in a grocery store, based primarily on the items he or she is buying?",Yes.,No.,,,12431,O,,descriptive
q47355,Do you have a distinctive laugh?,Yes.,No.,,,7858,O,,descriptive
q47635,Imagine you have a partner who is able to provide financially for you and any children.  Would you consider taking a stay-at-home role?,Yes.,No.,,,23885,O,,preference; descriptive
q47666,Do you ever rehearse or plan conversations before actually having them?,Yes.,No.,,,11372,O,,descriptive
q47676,Have you ever worked in a customer service job?,Yes.,No.,,,9669,O,,descriptive
q47764,Do you think it is possible for someone to be an Atheist and still have a solid moral framework by which to live?,Yes.,No.,,,31211,O,,religion/superstition
q47775,Would it bother you to see someone eating in a public place where “No Eating or Drinking” signs are clearly posted?,Yes.,No.,,,1193,O,,descriptive
q47863,Would you ever tease someone you are interested in as a way to show affection?,Yes.,No.,,,2075,O,,descriptive; preference
q48021,"If you were otherwise willing to enter into a marriage or life-long partnership, would you consider signing a prenuptial or equivalent agreement at the request of your partner?",Yes.,No.,,,5415,O,,politics; preference; descriptive
q48260,Would you consider dating someone who routinely has one-way conversations with inanimate objects?,Yes.,No.,,,7668,O,,preference
q48278,Would you consider dating someone who is already involved in an open or polyamorous relationship?,Yes.,No.,,,15242,O,,preference
q48328,Do you believe that money can buy happiness?,Yes.,No.,,,26485,O,,opinion
q48347,Do you think you could ever enjoy being humiliated as part of a sexual experience?,Yes,No,,,29201,O,,sex/intimacy
q48372,Do you believe in the power of prayer?,Yes,No,,,34783,O,,religion/superstition
q48450,Do you ever wear undergarments generally associated with the opposite sex?,Yes.,No.,,,18060,O,,descriptive
q48553,Could you continue dating someone if their family members constantly acted rudely toward you?,Yes.,No.,,,5023,O,,preference; descriptive
q48557,Do you find arrogance to be a turn-on?,Yes.,No.,,,25764,O,,preference
q48649,"Would you consider having a relationship with someone who is married, but no longer has sex with their spouse?",Yes.,No.,,,20435,O,,preference
q48659,Would you consider having a serious relationship with an active porn star?,Yes.,No.,,,14507,O,,preference
q48664,Have you ever seen a ghost?,Yes.,No.,,,17216,O,,religion/superstition
q48747,Would you be willing to participate in nudist activities to satisfy a partner's wants?,Yes.,No.,,,4770,O,,preference
q48758,"Do you believe that courteous behavior, such as saying 'thank you' or holding a door, is important even when the other person involved does not deserve it?",Yes,No,,,14600,O,,opinion
q48770,Would it ever be okay to break up with someone by email or text?,Yes.,No.,,,23313,O,,opinion
q48839,"Imagine you have an identical twin. You've had many sexual experiences, but they remain a lonely and frustrated virgin.  Would you secretly swap places to give them 'a piece of the action'?",Yes.,No.,,,9747,O,,sex/intimacy; preference; descriptive
q48857,Do you dress up for Halloween almost every year?,Yes.,No.,,,20987,O,,descriptive
q48886,Can someone who cheats on their partner be a fit parent?,Yes.,No.,,,8231,O,,opinion
q48929,"Would you rather spend the rest of your life with one lover, but no friends, or with many friends, but no lovers?","One lover, but no friends.","Many friends, but no lovers.",,,3232,O,,preference
q48947,Is intoxication ever an acceptable excuse for acting stupid?,Yes.,No.,,,27599,O,,opinion
q48960,Would you consider dating someone who does not know how to drive a car?,Yes.,No.,,,12534,O,,preference
q49016,Would you consider dating someone who does not know how to read?,Yes.,No.,,,9572,O,,preference
q49038,Would you want a partner to spend some time and effort toward improving their appearance?,Yes.,No.,,,2296,O,,preference
q49080,Do you generally finish all of the food on your plate?,Yes.,No.,,,9507,O,,descriptive
q49142,Do you store any of your physical possessions alphabetically?,Yes.,No.,,,12180,O,,descriptive
q49184,Would you find it easier to kill for your beliefs or to die for them?,Kill.,Die.,,,1857,O,,politics; religion/superstition; descriptive
q49345,Would you consider performing anilingus on a partner who asked you to?,Yes.,No.,,,14896,O,,sex/intimacy
q49424,"If you received a virus warning by email, would you forward it to friends or family?",Yes.,No.,,,4122,O,,descriptive
q49432,Do you own shares in companies traded on a stock exchange?,Yes.,No.,,,9004,O,,descriptive
q49907,Might you be embarrassed if your 'offline' friends found your OkCupid profile?,Yes.,No.,,,11365,O,,descriptive
q50379,"Imagine being all alone in the great outdoors, miles from anyone, with no communication device.  Nobody knows where you are.",This is something I would like.,This is something I would avoid.,,,26241,O,,descriptive
q50441,"Do you collect swords, knives or other edged weapons as a hobby?",Yes.,No.,,,1562,O,,descriptive
q50483,Do you consider astrology to be a legitimate science?,Yes.,No.,,,24653,O,,religion/superstition
q50542,Have you ever yelled at the TV while watching sports?,Yes.,No.,,,21384,O,,descriptive
q50565,Do you blush easily?,Yes.,No.,,,12580,O,,descriptive
q50678,Do you like reading tabloids?,Yes.,No.,,,13890,O,,preference
q50755,Do you believe that everything happens for a reason?,Yes.,No.,,,28223,O,,religion/superstition
q50759,Can you name your two closest neighbours?,Yes.,No.,,,9948,O,,descriptive
q50990,Would you want to be immortal if you could?,Yes.,No.,,,6394,O,,preference
q51053,Do you think parents who smoke in cars with very young children should be punished?,Yes.,No.,,,5401,O,,politics
q51105,Do you consider it to be ethical to use the Internet to search for information about someone you have just begun dating?,Yes.,No.,,,2920,O,,opinion
q51349,Is it possible for your partner to be too ambitious?,Yes.,No.,,,10945,O,,preference
q51431,"When it comes to getting what one deserves, which do you see as the bigger problem?",Someone not getting something they deserve.,Someone getting something they don't deserve.,,,2086,O,,opinion
q51470,Have you ever written a 'Letter to the Editor' in response to a news article?,Yes.,No.,,,7573,O,,descriptive
q51502,"Assuming you were in the position to do so and asked to make the final decision, would you launch nuclear weapons under any circumstance?",Yes.,No.,,,7524,O,,politics
q51924,Do you think the world is overpopulated?,Yes.,No.,,,2073,O,,opinion
q52170,Have you ever attempted to convert another to your own religious beliefs?,Yes.,No.,,,4574,O,,religion/superstition; descriptive
q52431,Have you made plans to survive a natural or man-made disaster where you live?,Yes.,No.,,,10946,O,,descriptive
q52503,Should adults be required by law to wear seatbelts when riding as passengers in automobiles?,Yes.,No.,,,5714,O,,politics; opinion
q52936,Do you enjoy creating mathematical problems to solve by yourself?,Yes.,No.,,,9819,O,,preference; descriptive; cognitive
q52938,Imagine you have just watched a fictional movie that is set sometime in the past.  Your friend begins to describe and explain why specific elements of the film are historically inaccurate.  Is this a discussion you would enjoy having?,Yes.,No.,,,2092,O,,preference; descriptive
q53196,'Those who would sacrifice liberty for security deserve neither.'  Do you agree with this statement?,Yes.,No.,,,4955,O,,politics
q53716,Would it bother you if your partner had a hobby where they would occasionally seclude themselves for hours at a time?,Yes.,No.,,,3708,O,,preference; descriptive
q53846,Do you think the International Space Station would be a romantic place to travel to with a partner to exchange vows?,Yes.,No.,,,2440,O,,preference
q53865,Would you ever consider hiring a detective to find out if someone is cheating on you?,Yes.,No.,,,2303,O,,descriptive
q54016,Are you afraid of falling madly in love?,Yes.,No.,,,23850,O,,descriptive
q54040,Would you continue in a relationship if you knew your partner was faking their enjoyment of sex just to make you happy?,Yes.,No.,,,12769,O,,sex/intimacy; preference; descriptive
q54067,Do you believe that victims of sex crimes have an obligation to report these crimes to the police?,Yes.,No.,,,4479,O,,politics; opinion
q54105,Do you like putting together jigsaw puzzles?,Yes.,No.,,,9891,O,,preference; descriptive
q54128,Would you like to go on a five night spiritual retreat?,Yes.,No.,,,6778,O,,religion/superstition
q54129,Have you ever written a song?,Yes.,No.,,,9978,O,,descriptive
q54150,Do you think you can tell how good someone is at sex by how they move on the dance floor?,Yes.,No.,,,9158,O,,opinion
q54371,"You are painting your room and come across a very hard-to-reach spot, one that would take hours to get at and properly paint. This spot also happens to be completely hidden - nobody would ever know if you decided to skip it. What do you do?",Paint it.,Skip it.,,,18349,O,,descriptive
q54450,Should people be allowed to use otherwise illegal drugs where doing so is consistent with their spiritual and/or religious beliefs?,Yes.,No.,,,8590,O,,religion/superstition
q54517,Are you sexually attracted to any inanimate objects?,Yes.,No.,,,20071,O,,sex/intimacy; descriptive
q54738,Do you think it is necessary for a man to have (or have had) a good relationship with his father in order to be a good father?,Yes.,No.,,,2786,O,,opinion
q54786,Does it bother you when people sing the wrong words to a popular song?,Yes.,No.,,,13490,O,,descriptive; opinion
q54846,Would you consider dating somebody who publishes the most intimate details of their relationships in their blog?,Yes.,No.,,,5228,O,,preference; descriptive
q54871,Do you believe that adults should be able to carry firearms in public?,Yes.,No.,,,13484,O,,politics
q55007,"If you borrowed a car with a handicapped plate/tag/sticker, but you were not handicapped, would you take advantage and park in a designated handicapped spot?",Yes.,No.,,,2977,O,,descriptive
q55156,"Have you ever given an answer on a test or quiz that you knew with perfect certainty to be correct, even though you were confident another answer was expected and that your 'correct choice' would not receive credit?",Yes.,No.,,,8380,O,,descriptive
q55180,Do you often find that movies widely considered classics are really just over-rated?,Yes.,No.,,,10854,O,,opinion
q55264,Do you think that a person's musical preferences are a good indicator of intelligence?,Yes.,No.,,,24782,O,,opinion
q55344,Would it be a good idea to pass a law requiring people to take a course and pass a test before being allowed to have a child?,Yes.,No.,,,10006,O,,politics
q55349,Have you ever thrown an object in anger during an argument?,Yes.,No.,,,18188,O,,descriptive
q55354,"If you found a house that you really liked, would the fact that a brutal murder took place there ten years before stop you from buying it?",Yes.,No.,,,4455,O,,descriptive
q55355,Do you have a problem with people who wear fur clothing?,Yes.,No.,,,24055,O,,politics
q55416,"Assuming you have reached the point where you exchanged real contact information, would you be comfortable if a potential match had a background check run on you?",Yes.,No.,,,7469,O,,preference; descriptive
q55587,Would you be comfortable having a partner whose job requires them to be physically close to very attractive people?,Yes.,No.,,,2566,O,,preference; descriptive
q55980,Would you like to be the supreme ruler of all people on Earth?,Yes.,No.,,,23410,O,,preference
q55981,"If a company contacted you as a reference for a friend who is applying for a job, would you consider lying to help your friend get the job?",Yes.,No.,,,7165,O,,descriptive
q56172,Is someone who speaks several languages fluently more attractive to you than someone who does not?,Yes.,No.,,,1901,O,,preference; opinion
q56345,A 200 year life span. Blessing or curse?,Give it to me.,No thanks.,,,2784,O,,preference; opinion
q57090,Would you consider naming a child after an unusually-named fictional character?,Yes.,No.,,,3523,O,,preference; descriptive
q57139,Have you ever laughed out loud while reading a book?,Yes.,No.,,,1835,O,,descriptive
q57277,"Which is worse, being inquisitive at the risk of seeming unsure or being confident at the risk of seeming close-minded?",Inquisitive at the risk of seeming unsure.,Confident at the risk of seeming close-minded.,,,3207,O,,descriptive
q57307,Would the idea of a quiet evening sitting together reading books ever appeal to you?,Yes.,No.,,,22276,O,,preference; descriptive
q57381,Do you believe you have the right to forbid your significant other anything?,Yes.,No.,,,17360,O,,opinion
q57570,Have you ever taken free furniture somebody else left at the side of the road for use in your home?,Yes.,No.,,,13750,O,,descriptive
q57580,Would you consider dating someone who has undergone surgery to induce sterility?,Yes.,No.,,,6826,O,,preference
q57694,Would you consider dating someone who works in a job that involves animal testing for medical purposes?,Yes.,No.,,,5007,O,,politics; preference
q57717,Do you feel that having sex with someone you have known less than one year would be too soon?,Yes.,No.,,,29322,O,,sex/intimacy; opinion
q57719,Would you consider becoming involved in a serious relationship with someone who is divorced?,Yes.,No.,,,5254,O,,preference
q57724,"In general, do you think people involved in relationships are better off than people who are single?",Yes.,No.,,,4204,O,,opinion
q57731,Would you consider dating someone who is much kinkier than you are?,Yes.,No.,,,22815,O,,sex/intimacy; preference
q57854,Would you consider dating someone who has horribly crooked teeth?,Yes.,No.,,,2742,O,,preference
q58054,Do you think it is possible for two people to be just friends when one of them is romantically in love with the other?,Yes.,No.,,,5556,O,,opinion
q58063,Do you currently subscribe to any pay-for-play online games?,Yes.,No.,,,11498,O,,descriptive
q58585,Would you consider becoming a foster parent?,Yes.,No.,,,3872,O,,preference; descriptive
q58622,"Do you ever feel it is important to answer questions like these in certain denominations or multiples?  (e.g., You can't stop until you've answerd a multiple of 5 questions or the total number of questions you've answered ends in 2.)",Yes.,No.,,,10320,O,,descriptive
q58660,Is there any amount of money that could persuade you to murder someone whom you know nothing about?,Yes.,No.,,,5014,O,,descriptive
q58812,Would you consider roleplaying out a rape fantasy with partner who asked you to?,Yes.,No.,,,29249,O,,sex/intimacy
q58829,"When it comes to your pubic hair, do you make a regular effort to maintain its appearance (or lack thereof)?",Yes.,No.,,,20248,O,,descriptive
q59038,Do you believe it is important to stay informed about political issues affecting your nation?,Yes.,No.,,,14619,O,,politics; opinion
q59110,Should governments be allowed to censor the media in order to protect their citizens?,Yes.,No.,,,7199,O,,politics
q59456,Would you consider dating a psychiatrist?,Yes.,No.,,,11201,O,,preference
q59457,Are you okay with people who grow marijuana for their own personal use?,Yes.,No.,,,36553,O,,politics
q59469,Would you like to have someone strap on a dildo and put it inside you?,Yes.,No.,,,15843,O,,sex/intimacy
q59866,Do you think it is important to verbally ask a partner's permission each time before physically touching them?,Yes.,No.,,,8568,O,,opinion
q59915,Have you ever been cruel to another person?,Yes.,No.,,,2745,O,,descriptive
q59919,Have you ever stolen a glass from a bar?,Yes.,No.,,,16747,O,,descriptive
q59972,Do you tend toward resolving conflicts through confrontation or avoidance?,Confrontation.,Avoidance.,,,2266,O,,descriptive
q60100,Is astrological sign at all important in a match?,Yes,No,,,55643,O,,religion/superstition
q60148,Would you prefer to find someone who will shake your life up or make it more peaceful?,Shake it up.,Make it more peaceful.,,,7329,O,,preference
q60318,Would you enjoy going to an all night dance party?,Yes.,No.,,,21700,O,,preference; descriptive
q60388,Have you ever recited a poem that you did not write to someone as a means of expressing your mood or feelings?,Yes.,No.,,,9893,O,,descriptive
q60498,"Other things being equal, would you prefer a job that requires you to be mostly on your feet or mostly sitting down?",Mostly on my feet.,Mostly sitting down.,,,9308,O,,preference
q60500,Has anyone ever accused you of being 'too clingy'?,Yes.,No.,,,22110,O,,descriptive
q60577,Do you ever feel socially awkward?,Yes.,No.,,,20363,O,,descriptive
q60692,Has anyone ever told you that you are intimidating?,Yes.,No.,,,2052,O,,descriptive
q60726,"If a trusted partner asked you to submit to them sexually, would you? Assume that this would involve letting them collar you, command you, and have control over you during sex.",Yes.,No.,,,19054,O,,sex/intimacy
q60849,Which is more important to you in choosing a place to live?,The place itself.,The people who live there.,,,2160,O,,preference
q60852,Do you believe that regular sex is necessary in maintaining a healthy relationship?,Yes,No,,,32953,O,,sex/intimacy; opinion
q60892,Do you believe in fate?,Yes.,No.,,,13748,O,,religion/superstition
q61157,Do you have a problem with people who wear leather clothing?,Yes.,No.,,,14271,O,,descriptive
q61170,Has anyone ever accused you of being 'high maintenance'?,Yes.,No.,,,17348,O,,descriptive
q61277,Would you prefer to reside in a country other than the one you actually do?  Assume that you could choose any other nation and would have immediate citizenship.,Yes.,No.,,,2954,O,,preference
q61350,Do you believe that people need bad things to happen to them in life in order to truly appreciate the good things?,Yes.,No.,,,3594,O,,opinion
q61428,Would you consider sleeping with someone who offered you a job promotion as compensation?,Yes.,No.,,,7166,O,,descriptive
q61436,Should people seeking to adopt children be required by law to pass a parenting course prior to being allowed to adopt?,Yes.,No.,,,2239,O,,politics; opinion
q61444,Do you believe that alcoholism is a disease?,Yes.,No.,,,6877,O,,opinion
q61570,Would you consider dating someone who plans to remain celibate indefinitely?,Yes.,No.,,,12407,O,,sex/intimacy; preference; descriptive
q61598,Have you ever entered into a relationship out of desperation?,Yes.,No.,,,13648,O,,descriptive
q61733,Would you be pleased if a partner expressed the desire to be sexually humiliated by you?,Yes.,No.,,,12679,O,,sex/intimacy
q61786,Would you consider dating someone whose religion or spirituality is the primary focus in their life?,Yes,No,,,33979,O,,religion/superstition
q61830,Should cigarettes be illegal?,Yes.,No.,,,11348,O,,politics; opinion
q61842,Are you a proponent of Feng shui?,Yes.,No.,,,954,O,,religion/superstition
q62239,Could you date someone who has terrible taste when it comes to music?,Yes.,No.,,,7803,O,,preference; descriptive
q62250,Should parents reward children with money for getting good grades?,Yes.,No.,,,1873,O,,opinion
q62254,"If it were legal to do so where you live, would you smoke marijuana?",Yes.,No.,,,34257,O,,descriptive
q62286,Could Evolution and Intelligent Design both be right?,Yes.,No.,,,14799,O,,religion/superstition
q62301,Would you consider dating a person who is a single parent of a 'special needs' child?,Yes.,No.,,,1791,O,,descriptive
q62415,Do you ever feel that your behavior is inconsistent with your own notion of right and wrong?,Yes.,No.,,,2560,O,,descriptive
q62454,Would you ever consider getting plastic surgery if your partner requested you to do so?,Yes.,No.,,,4453,O,,descriptive
q62455,Are you a workaholic?,Yes.,No.,,,23967,O,,descriptive
